"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","Ros","+/-","3PTM","FTM","FT-","PTS","OREB","DREB","AST","ST","BLK","TO","PF","TF","2DO","3D"
"*03xmv*","Jayson Tatum","BOS","F,Flx","1499","SFC","27","","0","0","67%","-1.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mk8*","Jared McCain","PHI","G,Flx","1153","LUK","21","","0","0","63%","-1.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wr4*","T.J. McConnell","IND","G,Flx","1157","KOW","33","","0","0","63%","-4.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qsd*","Mitchell Robinson","NY","C,Flx","1399","SFC","27","","0","0","54%","-7.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051p4*","Ty Jerome","MEM","G,F,Flx","982","MEME","28","","0","0","50%","-6.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06218*","Jeremy Sochan","SA","F,C,Flx","1466","SAN","22","MIA Thu 9:30PM","0","0","50%","-3.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0623a*","Scotty Pippen","MEM","G,Flx","1340","RATS","24","","0","0","50%","-6.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qtv*","Tyrese Haliburton","IND","G,Flx","870","OLS","25","","0","0","48%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04848*","Fred VanVleet","HOU","G,Flx","1564","VITAO","31","","0","0","39%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nf6*","Damian Lillard","POR","G,Flx","1090","SFC","35","","0","0","37%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v55*","Kasparas Jakucionis","MIA","G,Flx","967","Otako","19","@SA Thu 9:30PM","0","0","35%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mk4*","Nikola Topic","OKC","G,Flx","1541","VIVA","20","WAS Thu 9:00PM","0","0","33%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v5u*","Noa Essengue","CHI","F,Flx","765","VITAO","18","","0","0","29%","-1.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v5q*","Danny Wolf","BKN","F,C,Flx","1646","RATS","21","","0","0","27%","-1.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v5i*","Thomas Sorber","OKC","F,C,Flx","1468","FA","19","WAS Thu 9:00PM","0","0","27%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042ne*","Malik Beasley","(N/A)","G,Flx","484","KNTC","28","","0","0","21%","-7.5%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mlh*","Johnny Furphy","IND","G,F,Flx","819","FA","20","","0","0","20%","-3.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*04qs4*","Robert Williams","POR","C,Flx","1632","FA","28","","0","0","20%","-1.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qs2*","Moritz Wagner","ORL","C,Flx","1572","MEME","28","@CHA Thu 8:00PM","0","0","19%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0558t*","Max Strus","CLE","G,F,Flx","1489","VITAO","29","","0","0","18%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ewc*","Zach Collins","CHI","F,C,Flx","638","FA","27","","0","0","17%","-1.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051p1*","Brandon Clarke","MEM","F,Flx","629","FA","29","","0","0","16%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qsm*","DeAnthony Melton","GS","G,Flx","1182","FA","27","@MIL Thu 9:00PM","0","0","16%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0622a*","Vince Williams","MEM","G,Flx","1636","FA","25","","0","0","16%","-1.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043ib*","Dorian Finney-Smith","HOU","F,Flx","788","Otako","32","","0","0","16%","-0.9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v81*","Johni Broome","PHI","F,C,Flx","555","FA","23","","0","0","15%","-0.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qsp*","Isaiah Joe","OKC","G,Flx","984","SAN","26","WAS Thu 9:00PM","0","0","15%","-1.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v82*","Adou Thiero","LAL","F,Flx","1516","FA","21","","0","0","14%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051p2*","Grant Williams","CHA","F,Flx","1624","VITAO","26","ORL Thu 8:00PM","0","0","14%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ccg*","Marcus Sasser","DET","G,Flx","1419","FA","25","","0","0","13%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031m0*","Kelly Olynyk","SA","C,Flx","1292","FA","34","MIA Thu 9:30PM","0","0","12%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ad7*","Kevon Looney","NO","C,Flx","1097","KOW","29","","0","0","12%","-0.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03lg1*","Ben Simmons","(N/A)","G,Flx","1442","FA","29","","0","0","12%","-3.4%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06v84*","Kam Jones","IND","G,Flx","1011","FA","23","","0","0","12%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ca4*","Kobe Bufkin","(N/A)","G,Flx","576","FA","22","","0","0","11%","-2.9%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03nwl*","Terry Rozier","MIA","G,Flx","1406","KNTC","31","@SA Thu 9:30PM","0","0","11%","-8.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qtm*","Precious Achiuwa","(N/A)","F,C,Flx","400","FA","26","","0","0","10%","-3.7%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05uiv*","Keon Johnson","(N/A)","G,Flx","995","PERDI","23","","0","0","10%","-4.5%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03e74*","Spencer Dinwiddie","(N/A)","G,Flx","720","LUK","32","","0","0","10%","-5.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06v85*","Alijah Martin","TOR","G,Flx","1131","FA","23","","0","0","10%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qti*","Josh Green","CHA","G,F,Flx","862","FA","24","ORL Thu 8:00PM","0","0","10%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v87*","Koby Brea","PHO","G,Flx","543","FA","22","","0","0","10%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mkh*","Pacome Dadiet","NY","G,Flx","681","FA","20","","0","0","10%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042o9*","Georges Niang","UTA","F,Flx","1254","FA","32","","0","0","9%","-0.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v89*","Jamir Watkins","WAS","G,Flx","1593","FA","24","@OKC Thu 9:00PM","0","0","9%","-0.4%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06v8b*","Rocco Zikarsky","MIN","C,Flx","1670","FA","19","","0","0","9%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yk1*","Haywood Highsmith","BKN","F,Flx","918","FA","28","","0","0","9%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v8d*","Bogoljub Markovic","(N/A)","F,Flx","1130","FA","20","","0","0","8%","-1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mlo*","KJ Simpson","CHA","G,Flx","1448","FA","23","ORL Thu 8:00PM","0","0","8%","-1.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mlf*","Tyler Smith","(N/A)","F,Flx","1462","FA","20","","0","0","8%","-1.8%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mlp*","Nikola Djurisic","ATL","F,Flx","723","FA","21","","0","0","8%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mki*","Dillon Jones","(N/A)","F,Flx","1007","FA","24","","0","0","7%","-1.9%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03aq3*","Kyle Anderson","UTA","F,Flx","425","FA","32","","0","0","7%","-1.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cd1*","Jordan Walsh","BOS","F,Flx","1581","FA","21","","0","0","7%","-0.7%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03acx*","Dante Exum","DAL","G,Flx","773","FA","30","","0","0","7%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v8i*","Alex Toohey","GS","F,Flx","1539","FA","21","@MIL Thu 9:00PM","0","0","7%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0621j*","Malaki Branham","WAS","G,Flx","540","FA","22","@OKC Thu 9:00PM","0","0","6%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ccc*","Dariq Whitehead","(N/A)","F,Flx","1610","FA","21","","0","0","6%","-0.9%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0621h*","Dalen Terry","CHI","G,F,Flx","1511","FA","23","","0","0","6%","-0.4%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mm3*","Ulrich Chomche","(N/A)","F,Flx","620","FA","19","","0","0","6%","-1.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06vxy*","Vladislav Goldin","MIA","C,Flx","844","FA","24","@SA Thu 9:30PM","0","0","6%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051po*","Bol Bol","(N/A)","F,C,Flx","522","FA","25","","0","0","6%","-1.4%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06v8h*","Mohamed Diawara","NY","F,Flx","718","FA","20","","0","0","6%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mlt*","Antonio Reeves","CHA","G,F,Flx","1381","FA","22","ORL Thu 8:00PM","0","0","6%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uje*","Jared Butler","(N/A)","G,Flx","587","FA","25","","0","0","5%","-5.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06cef*","Oscar Tshiebwe","UTA","C,Flx","1551","FA","25","","0","0","5%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ujr*","Charles Bassey","MEM","C,Flx","470","FA","25","","0","0","5%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ujp*","Brandon Boston","(N/A)","G,F,Flx","531","FA","23","","0","0","5%","-1.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06cel*","Sidy Cissoko","POR","F,Flx","625","FA","21","","0","0","5%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*04t8w*","Kenrich Williams","OKC","F,Flx","1629","FA","30","WAS Thu 9:00PM","0","0","5%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ujk*","Dalano Banton","(N/A)","G,Flx","464","FA","25","","0","0","4%","-2.7%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06cd3*","Emoni Bates","(N/A)","F,Flx","472","FA","21","","0","0","4%","-1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0015b*","Kyle Lowry","PHI","G,Flx","1101","FA","39","","0","0","4%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cf3*","Drew Timme","(N/A)","F,Flx","1529","HLK","25","","0","0","4%","-2.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mp4*","Trey Alexander","NO","G,Flx","414","FA","22","","0","0","4%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ccw*","Jordan Miller","LAC","F,Flx","1194","FA","25","","0","0","4%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0622z*","Orlando Robinson","ORL","C,Flx","1400","FA","25","@CHA Thu 8:00PM","0","0","4%","-1.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04jw4*","Maxi Kleber","LAL","F,Flx","1045","FA","33","","0","0","4%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v8j*","John Tonje","UTA","G,Flx","1538","FA","24","","0","0","4%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ceg*","Ricky Council","(N/A)","F,Flx","656","FA","24","","0","0","4%","-2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*051pg*","Cody Martin","(N/A)","G,F,Flx","1132","FA","30","","0","0","4%","-1.8%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03r7e*","Cameron Payne","(N/A)","G,Flx","1318","FA","31","","0","0","4%","-2.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06cce*","Jalen Hood-Schifino","(N/A)","G,Flx","935","FA","22","","0","0","4%","-0.7%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*042nw*","Malcolm Brogdon","(N/A)","G,Flx","550","FA","32","","0","0","4%","-3.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06vyb*","Lachlan Olbrich","CHI","F,C,Flx","1289","FA","21","","0","0","3%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*038ia*","Seth Curry","(N/A)","G,Flx","679","FA","35","","0","0","3%","-0.9%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03apx*","Gary Harris","MIL","G,Flx","892","FA","31","GS Thu 9:00PM","0","0","3%","-0.5%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0621v*","Caleb Houstan","ATL","F,Flx","941","FA","22","","0","0","3%","-0.5%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06va1*","Max Shulga","BOS","G,Flx","1437","FA","23","","0","0","3%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qym*","Kenyon Martin","(N/A)","F,Flx","1137","FA","24","","0","0","3%","-1.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05uj6*","Jeremiah Robinson-Earl","(N/A)","F,C,Flx","1401","FA","24","","0","0","3%","-1.6%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05uj2*","Jaden Springer","(N/A)","G,Flx","1474","FA","23","","0","0","3%","-0.8%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hfc*","Tosan Evbuomwan","NY","F,Flx","772","FA","24","","0","0","3%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mm2*","Kevin McCullar","NY","F,Flx","1161","FA","24","","0","0","3%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06vy2*","Chucky Hepburn","TOR","G,Flx","909","FA","22","","0","0","3%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y0j*","Tamar Bates","DEN","G,Flx","473","FA","22","","0","0","3%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005kd*","Kevin Love","UTA","F,Flx","1099","FA","37","","0","0","3%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uwa*","A.J. Lawson","TOR","G,Flx","1071","FA","25","","0","0","3%","-0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06vxz*","RJ Luis","(N/A)","G,F,Flx","1103","FA","22","","0","0","3%","-0.6%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03r7r*","Richaun Holmes","(N/A)","F,C,Flx","930","FA","32","","0","0","3%","-0.5%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*049s6*","Markelle Fultz","(N/A)","G,Flx","816","FA","27","","0","0","3%","-0.9%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*051pq*","Talen Horton-Tucker","(N/A)","G,Flx","939","FA","24","","0","0","3%","-0.5%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05uji*","Kessler Edwards","(N/A)","F,Flx","750","FA","25","","0","0","2%","-1.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mlx*","Melvin Ajinca","(N/A)","F,Flx","407","FA","21","","0","0","2%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*04exe*","Monte Morris","(N/A)","G,Flx","1231","FA","30","","0","0","2%","-0.5%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mlw*","Enrique Freeman","MIN","F,Flx","811","FA","25","","0","0","2%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052fs*","Garrison Mathews","(N/A)","G,F,Flx","1144","FA","29","","0","0","2%","-1.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05yoh*","Lindy Waters","SA","G,Flx","1591","FA","28","MIA Thu 9:30PM","0","0","2%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cp2*","Colin Castleton","ORL","C,Flx","608","FA","25","@CHA Thu 8:00PM","0","0","2%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pfe*","Trentyn Flowers","CHI","F,Flx","793","FA","20","","0","0","2%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*027ov*","Alec Burks","(N/A)","G,Flx","580","FA","34","","0","0","2%","-0.7%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03ad5*","Trey Lyles","(N/A)","F,Flx","1108","FA","29","","0","0","2%","-1.6%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*04qs9*","Jevon Carter","CHI","G,Flx","603","FA","30","","0","0","2%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*049kf*","Mo Bamba","(N/A)","C,Flx","462","FA","27","","0","0","2%","-0.4%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03nwq*","Christian Wood","(N/A)","F,Flx","1648","FA","30","","0","0","2%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06cdg*","Maxwell Lewis","(N/A)","F,Flx","1088","FA","23","","0","0","2%","-0.5%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mli*","Juan Nunez","(N/A)","G,Flx","1269","FA","21","","0","0","2%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06cde*","Chris Livingston","(N/A)","F,Flx","1093","FA","22","","0","0","2%","-0.5%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0621n*","MarJon Beauchamp","(N/A)","F,Flx","485","FA","25","","0","0","2%","-0.6%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03e7f*","Vasilije Micic","(N/A)","G,F,Flx","1185","FA","31","","0","0","2%","-0.5%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0621r*","Patrick Baldwin","(N/A)","F,Flx","458","FA","22","","0","0","2%","-0.6%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06va2*","Saliou Niang","(N/A)","F,Flx","1255","FA","21","","0","0","2%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05qt9*","Killian Hayes","(N/A)","G,Flx","900","FA","24","","0","0","2%","-0.6%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0621p*","Wendell Moore","(N/A)","G,F,Flx","1221","FA","24","","0","0","2%","-0.4%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0661b*","Jamal Cain","ORL","F,Flx","592","FA","26","@CHA Thu 8:00PM","0","0","2%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06prl*","NaeQwan Tomlin","CLE","F,Flx","1536","FA","24","","0","0","2%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06vxq*","Jahmai Mashack","(N/A)","G,Flx","1139","FA","22","","0","0","2%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0621s*","TyTy Washington","(N/A)","G,Flx","1588","FA","23","","0","0","2%","-0.4%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06pvy*","Yuki Kawamura","(N/A)","G,Flx","1029","FA","24","","0","0","2%","-0.7%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mlv*","Tristen Newton","(N/A)","G,Flx","1253","FA","24","","0","0","2%","-0.4%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06vy1*","Eric Dixon","(N/A)","F,Flx","722","FA","24","","0","0","2%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0621m*","David Roddy","(N/A)","F,Flx","1403","FA","24","","0","0","2%","-0.8%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03r7h*","Delon Wright","(N/A)","G,Flx","1653","FA","33","","0","0","2%","-0.7%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06vy0*","Eli John Ndiaye","ATL","F,Flx","1248","FA","21","","0","0","1%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uit*","Kai Jones","(N/A)","C,Flx","1010","FA","24","","0","0","1%","-0.7%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mmb*","Reece Beekman","(N/A)","G,Flx","487","FA","24","","0","0","1%","-0.6%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mmg*","Isaiah Crawford","HOU","F,Flx","666","FA","23","","0","0","1%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r7u*","Josh Richardson","(N/A)","G,Flx","1386","FA","32","","0","0","1%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*04qsu*","Shake Milton","(N/A)","G,Flx","1198","FA","29","","0","0","1%","-0.6%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mma*","Jalen Bridges","(N/A)","F,Flx","544","FA","24","","0","0","1%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*049s5*","Dennis Smith","(N/A)","G,Flx","1458","FA","27","","0","0","1%","-0.5%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0622j*","Luke Travers","CLE","G,Flx","1545","FA","24","","0","0","1%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*04qrv*","Lonnie Walker","(N/A)","G,Flx","1577","FA","26","","0","0","1%","-0.6%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06y4e*","CJ Huntley","PHO","F,Flx","951","FA","23","","0","0","1%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yzq*","Curtis Jones","DEN","G,Flx","1005","FA","24","","0","0","1%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cdb*","Amari Bailey","(N/A)","G,Flx","453","FA","21","","0","0","1%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03avi*","Doug McDermott","SAC","F,Flx","1165","FA","33","","0","0","1%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04jw5*","Torrey Craig","(N/A)","F,Flx","663","FA","34","","0","0","1%","-0.4%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
