"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","Ros","+/-","3PTM","FTM","FT-","PTS","OREB","DREB","AST","ST","BLK","TO","PF","TF","2DO","3D"
"*055sg*","DaQuan Jeffries","(N/A)","G,Flx","978","FA","28","","0","0","1%","-0.6%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06ceo*","Jaylen Martin","(N/A)","F,Flx","1134","FA","21","","0","0","1%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06219*","Johnny Davis","(N/A)","G,Flx","690","FA","23","","0","0","1%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*051pw*","Jalen McDaniels","(N/A)","F,Flx","1163","FA","27","","0","0","1%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06221*","Kennedy Chandler","(N/A)","G,Flx","614","FA","23","","0","0","1%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05uiy*","Josh Christopher","(N/A)","G,Flx","623","FA","23","","0","0","1%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05wqp*","Micah Potter","(N/A)","F,C,Flx","1351","FA","27","","0","0","1%","-0.5%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*051oq*","Cam Reddish","(N/A)","G,F,Flx","1375","FA","26","","0","0","1%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06hfb*","Damion Baugh","(N/A)","G,Flx","478","FA","25","","0","0","1%","-0.4%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06z7u*","RJ Davis","(N/A)","G,Flx","693","FA","24","","0","0","1%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06cbj*","James Nnaji","(N/A)","C,Flx","1258","FA","21","","0","0","1%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06hdy*","Drew Peterson","CHA","F,Flx","1330","FA","25","ORL Thu 8:00PM","0","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uj8*","Rokas Jokubaitis","(N/A)","G,Flx","1003","FA","24","","0","0","1%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*031lp*","Victor Oladipo","(N/A)","G,Flx","1288","FA","33","","0","0","1%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0623c*","Lester Quinones","(N/A)","G,Flx","1365","FA","24","","0","0","1%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05ujb*","JT Thor","(N/A)","F,Flx","1524","FA","23","","0","0","1%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mm0*","Anton Watson","(N/A)","F,Flx","1594","FA","25","","0","0","1%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03e7e*","Thanasis Antetokounmpo","MIL","F,Flx","431","FA","33","GS Thu 9:00PM","0","0","1%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*062do*","Tyson Etienne","BKN","G,Flx","767","FA","26","","0","0","1%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06233*","Ron Harper","BOS","F,Flx","890","FA","25","","0","0","1%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05wkd*","Jeff Dowtin","(N/A)","G,Flx","729","FA","28","","0","0","1%","-0.6%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06cek*","Adama Sanogo","(N/A)","C,Flx","1416","FA","23","","0","0","1%","-0.4%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0484l*","Damion Lee","(N/A)","G,Flx","1077","FA","33","","0","0","1%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03e6m*","Elfrid Payton","(N/A)","G,Flx","1319","FA","31","","0","0","1%","-0.5%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*064q6*","Daeqwon Plowden","SAC","G,Flx","1341","FA","27","","0","0","1%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031ls*","Alex Len","(N/A)","C,Flx","1081","FA","32","","0","0","1%","-0.5%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*070te*","Fanbo Zeng","(N/A)","F,Flx","1668","FA","22","","0","0","1%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*07215*","Moussa Cisse","DAL","C,Flx","624","FA","23","","0","0","1%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0621z*","Gabriele Procida","(N/A)","G,Flx","1360","FA","23","","0","0","1%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0598b*","Moses Brown","(N/A)","C,Flx","569","FA","26","","0","0","1%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06rui*","Marcus Bagley","(N/A)","F,Flx","452","FA","24","","0","0","1%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06pty*","Keion Brooks","(N/A)","F,Flx","554","FA","25","","0","0","1%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06pst*","Kylor Kelley","(N/A)","C,Flx","1031","FA","28","","0","0","1%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06235*","Kenneth Lofton","(N/A)","F,Flx","1094","FA","23","","0","0","1%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06pvu*","Alex Reese","(N/A)","F,Flx","1378","FA","26","","0","0","1%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*063d0*","Jared Rhoden","(N/A)","G,Flx","1384","FA","26","","0","0","1%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0623n*","Cole Swider","(N/A)","F,Flx","1495","FA","26","","0","0","1%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06cdi*","Tarik Biberovic","(N/A)","F,Flx","505","FA","24","","0","0","1%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06229*","Ismael Kamagate","(N/A)","C,Flx","1026","FA","24","","0","0","1%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06ces*","Mojave King","(N/A)","G,Flx","1040","FA","23","","0","0","1%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*051ow*","Chuma Okeke","(N/A)","F,Flx","1285","FA","27","","0","0","1%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0664y*","Nate Williams","(N/A)","G,Flx","1631","FA","26","","0","0","1%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0622b*","Kendall Brown","(N/A)","G,Flx","566","FA","22","","0","0","0%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*027p9*","Reggie Jackson","(N/A)","G,Flx","966","FA","35","","0","0","0%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06cd7*","Keyontae Johnson","(N/A)","F,Flx","996","FA","25","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06z7t*","Arthur Kaluma","(N/A)","F,Flx","1025","FA","23","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06cd0*","Seth Lundy","(N/A)","F,Flx","1105","FA","25","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0622c*","Isaiah Mobley","(N/A)","F,Flx","1206","FA","26","","0","0","0%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06cdk*","Jalen Slawson","(N/A)","F,Flx","1454","FA","26","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*04hoo*","Daniel Theis","(N/A)","C,Flx","1515","FA","33","","0","0","0%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06gno*","Pete Nance","MIL","F,Flx","1247","FA","25","GS Thu 9:00PM","0","0","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rph*","Taran Armstrong","(N/A)","G,Flx","435","FA","23","","0","0","0%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*049kh*","Kevin Knox","(N/A)","F,Flx","1048","FA","26","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05uim*","Joshua Primo","(N/A)","G,F,Flx","1359","FA","22","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05qtg*","Trevelin Queen","(N/A)","G,Flx","1364","FA","28","","0","0","0%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*02q81*","P.J. Tucker","(N/A)","F,Flx","1554","FA","40","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05qzd*","Kevon Harris","HOU","G,Flx","895","FA","28","","0","0","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01ng2*","Garrett Temple","TOR","G,Flx","1508","FA","39","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qz3*","LiAngelo Ball","(N/A)","G,Flx","459","FA","26","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*02nfy*","Jae Crowder","(N/A)","F,Flx","669","FA","35","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*07243*","L.J. Cryer","(N/A)","G,Flx","672","FA","24","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05uin*","Chris Duarte","(N/A)","G,Flx","734","FA","28","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0621f*","AJ Griffin","(N/A)","F,Flx","863","FA","22","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*027pf*","Cory Joseph","(N/A)","G,Flx","1017","FA","34","","0","0","0%","-0.3%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06225*","Trevor Keels","(N/A)","G,Flx","1030","FA","22","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0622d*","Matteo Spagnolo","(N/A)","G,Flx","1471","FA","22","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*027om*","Tristan Thompson","(N/A)","C,Flx","1523","FA","34","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06cd5*","Isaiah Wong","(N/A)","G,Flx","1647","FA","24","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*065b6*","Ibou Badji","(N/A)","C,Flx","451","FA","23","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*051pe*","Bruno Fernando","(N/A)","C,Flx","784","FA","27","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*051p5*","Nassir Little","(N/A)","F,Flx","1092","FA","25","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*051pn*","Jaylen Nowell","(N/A)","G,Flx","1266","FA","26","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05yab*","Olivier Sarr","(N/A)","C,Flx","1418","FA","26","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05qsj*","Lamar Stevens","(N/A)","F,Flx","1481","FA","28","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06222*","Khalifa Diop","(N/A)","C,Flx","721","FA","23","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mq1*","Jesse Edwards","(N/A)","C,Flx","749","FA","25","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*07232*","Lawson Lovering","(N/A)","C,Flx","1100","FA","22","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*01eog*","Patty Mills","(N/A)","G,Flx","1197","FA","37","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0622h*","Yannick Nzosa","(N/A)","C,Flx","1274","FA","21","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mme*","Armel Traore","(N/A)","F,Flx","1544","FA","22","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*065ve*","Stanley Umude","(N/A)","G,Flx","1559","FA","26","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*04exk*","Aleksandar Vezenkov","(N/A)","F,Flx","1568","FA","30","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0623h*","Alondes Williams","(N/A)","G,Flx","1620","FA","26","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mo8*","Jackson Rowe","GS","F,Flx","1405","FA","28","@MIL Thu 9:00PM","0","0","0%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ng1*","Quincy Acy","(N/A)","F,Flx","401","FA","35","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06he2*","Charles Bediako","(N/A)","C,Flx","486","FA","23","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05uil*","James Bouknight","(N/A)","G,Flx","532","FA","25","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*04exc*","Vlatko Cancar","(N/A)","F,Flx","596","FA","28","","0","0","0%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06hi9*","Jazian Gortman","(N/A)","G,Flx","848","FA","22","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05qt2*","Yam Madar","(N/A)","G,Flx","1114","FA","24","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06muu*","Jack McVeigh","(N/A)","F,Flx","1178","FA","29","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06nz5*","Jamarion Sharp","(N/A)","C,Flx","1432","FA","24","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0728q*","Alex Antetokounmpo","MIL","F,Flx","429","FA","25","GS Thu 9:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pu0*","Emanuel Miller","CHI","F,Flx","1192","FA","25","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mp0*","Isaiah Stevens","SAC","G,Flx","1480","FA","24","","0","0","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ujj*","Juhann Begarin","(N/A)","G,Flx","488","FA","23","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0623l*","Jamaree Bouyea","(N/A)","G,Flx","534","FA","26","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mm9*","DJ Burns","(N/A)","F,Flx","581","FA","25","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*065vc*","John Butler","(N/A)","C,Flx","588","FA","22","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06cen*","Caleb Daniels","(N/A)","G,Flx","683","FA","26","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05wvu*","David Duke","(N/A)","G,Flx","737","FA","26","","0","0","0%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06hrn*","Adam Flagler","(N/A)","G,Flx","790","FA","25","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*01en8*","Taj Gibson","(N/A)","C,Flx","837","FA","40","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*063u8*","Mouhamadou Gueye","(N/A)","F,Flx","866","FA","27","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*027ox*","Markieff Morris","(N/A)","F,Flx","1230","FA","36","","0","0","0%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0623k*","Dereon Seabron","(N/A)","G,Flx","1427","FA","25","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06ptq*","Max Abmas","(N/A)","G,Flx","398","FA","24","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06pw4*","James Akinjo","(N/A)","G,Flx","408","FA","24","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06pvx*","Armando Bacot","(N/A)","F,C,Flx","450","FA","25","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0622l*","Hugo Besson","(N/A)","G,Flx","500","FA","24","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*059ca*","Oshae Brissett","(N/A)","F,Flx","547","FA","27","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*065us*","Garrison Brooks","(N/A)","F,C,Flx","553","FA","26","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05ujh*","Greg Brown","(N/A)","F,Flx","564","FA","24","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*031mc*","Reggie Bullock","(N/A)","F,Flx","578","FA","34","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05wvx*","D.J. Carton","(N/A)","G,Flx","606","FA","25","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0623g*","Michael Foster","(N/A)","F,Flx","802","FA","22","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*01uz7*","Gordon Hayward","(N/A)","F,Flx","901","FA","35","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05qy1*","Mason Jones","(N/A)","G,Flx","1013","FA","27","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06z7s*","Augustas Marciulionis","(N/A)","G,Flx","1128","FA","23","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06avs*","Justin Minaya","(N/A)","F,Flx","1200","FA","26","","0","0","0%","-0.2%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03r7m*","Cedi Osman","(N/A)","F,Flx","1302","FA","30","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*05uj7*","Jason Preston","(N/A)","G,Flx","1357","FA","26","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mo9*","Mantas Rubstavicius","(N/A)","G,Flx","1407","FA","23","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*07240*","Jahmyl Telfort","LAC","F,Flx","1507","FA","24","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*031mi*","lex Abrines","(N/A)","G,F,Flx","399","FA","32","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*03e6q*","Jordan Adams","(N/A)","G,Flx","404","FA","31","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06238*","Jalen Adaway","(N/A)","G,Flx","405","FA","27","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*04qt0*","Kostas Antetokounmpo","(N/A)","F,Flx","430","FA","27","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*06mnw*","RaeQuan Battle","(N/A)","G,Flx","475","FA","24","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*04qrs*","Troy Brown","(N/A)","F,Flx","572","FA","26","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*0722e*","Matthew Cleveland","(N/A)","G,Flx","634","FA","23","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*038xi*","Robert Covington","(N/A)","F,Flx","660","FA","34","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*056aq*","Terence Davis","(N/A)","G,Flx","694","FA","28","","0","0","0%","-0.1%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
"*062sp*","Darius Days","(N/A)","F,Flx","700","FA","26","","0","0","0%","0%","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0"
